id_solicitacao,idade,renda_mensal,tempo_emprego_meses,score_bureau,divida_renda,historico_atraso_12m,consultas_bureau_6m,valor_solicitado,num_parcelas,possui_imovel,tempo_relacionamento_banco_meses,canal,regiao,inadimplente
4605,49,2678.06,40,516,0.242,0,2,21787.04,60,0,35,App,Nordeste,0
4606,36,3555.32,12,751,0.645,0,0,10085.43,24,0,8,Correspondente,Nordeste,0
4607,38,5148.39,25,809,0.055,1,0,29206.51,24,0,39,Agência,Sudeste,0
4608,33,2151.39,27,712,0.438,0,0,16134.98,36,0,22,Agência,Nordeste,0
4609,39,5925.5,41,629,0.177,0,0,13969.85,12,0,9,App,Sudeste,0
4610,18,2645.86,29,465,0.452,0,0,11467.3,24,0,77,App,Nordeste,0
4611,44,3932.02,5,670,0.482,0,0,33139.42,24,0,11,Correspondente,Sudeste,0
4612,32,4743.55,31,745,0.19,0,0,26286.83,36,0,2,App,Sudeste,0
4613,34,5832.73,32,571,0.711,1,0,9639.27,60,1,4,App,Sul,0
4614,40,7073.97,57,698,0.147,0,2,24195.55,12,0,19,App,Sudeste,0
4615,38,9052.41,82,788,0.36,0,0,44553.08,36,0,19,App,Sul,0
4616,23,8329.29,99,629,0.536,0,0,33508.2,36,0,34,Agência,Nordeste,1
4617,29,3537.24,60,463,0.347,0,1,21497.64,24,0,1,App,Sul,1
4618,47,2733.97,42,496,0.287,0,1,11750.35,24,1,3,App,Sul,0
4619,50,2880.19,63,544,0.355,1,1,14035.72,36,0,24,App,Sudeste,0
4620,43,4321.93,21,747,0.414,0,1,33731.0,36,1,33,App,Sudeste,0
4621,40,5642.52,26,592,0.443,3,0,30942.97,12,0,11,App,Sudeste,0
4622,40,3534.75,31,627,0.502,0,1,9496.28,60,1,30,Correspondente,Centro-Oeste,0
4623,23,1200.0,41,637,0.117,0,1,10398.4,24,1,56,App,Sudeste,0
4624,49,3828.45,54,607,0.154,0,2,16444.74,36,1,11,Agência,Sul,0
4625,36,8671.97,16,391,0.45,0,1,69942.31,48,1,26,Agência,Sudeste,0
4626,42,3513.91,19,460,0.164,0,0,8929.63,36,0,4,App,Sudeste,0
4627,37,1390.63,120,741,0.58,0,1,9016.63,24,0,55,Agência,Sudeste,0
4628,59,2408.28,30,675,0.394,0,1,15352.63,48,1,43,App,Sudeste,0
4629,35,1255.34,31,650,0.308,1,2,5860.17,24,1,6,App,Centro-Oeste,0
4630,59,4923.83,114,767,0.466,1,1,11164.85,12,0,21,App,Sudeste,0
4631,28,6447.43,1,698,0.137,0,1,29274.42,48,1,9,App,Sudeste,0
4632,30,2062.79,36,754,0.187,0,1,7149.25,24,1,63,Agência,Sudeste,0
4633,18,1200.0,4,850,0.318,0,0,8061.35,48,0,48,App,Nordeste,0
4634,29,3925.88,81,780,0.344,0,0,26806.3,36,0,15,Agência,Centro-Oeste,0
4635,49,8085.78,61,705,0.32,0,1,46461.04,24,1,14,App,Nordeste,0
4636,41,3545.34,192,464,0.094,0,1,30653.35,36,1,7,App,Nordeste,1
4637,43,3871.01,159,610,0.628,1,1,24694.76,48,1,107,App,Nordeste,0
4638,21,2327.68,75,575,0.406,1,2,11865.95,12,1,82,App,Sudeste,0
4639,43,4157.28,122,850,0.524,0,0,37002.06,12,0,103,App,Sudeste,0
4640,36,2787.55,17,563,0.077,0,1,21705.97,24,0,12,App,Sudeste,0
4641,49,7110.34,55,656,0.145,0,0,58587.38,12,0,34,Correspondente,Nordeste,0
4642,24,2595.85,19,531,0.132,1,0,12441.88,48,0,13,App,Sudeste,0
4643,50,4399.47,34,548,0.449,2,0,18061.59,48,0,49,App,Nordeste,0
4644,18,3987.22,21,550,0.3,0,1,30406.0,12,1,51,App,Sudeste,1
4645,31,2848.98,70,543,0.087,0,1,20799.34,24,0,62,App,Sul,0
4646,28,2110.47,3,679,0.362,0,0,16107.2,60,1,39,Correspondente,Nordeste,0
4647,45,2402.65,74,805,0.562,0,1,20428.78,36,0,96,App,Sudeste,0
4648,56,14179.61,10,710,0.575,1,1,114648.77,36,0,1,Correspondente,Sudeste,0
4649,48,2392.8,117,743,0.614,0,3,7343.74,36,1,10,Agência,Sul,0
4650,36,4894.86,28,638,0.184,0,2,10196.6,12,0,61,App,Sudeste,0
4651,48,2963.97,43,458,0.195,1,1,13847.76,60,0,12,App,Norte,0
4652,35,4826.03,8,637,0.293,0,1,36982.86,48,0,28,Correspondente,Sul,0
4653,35,2578.51,29,809,0.911,0,0,13018.22,60,0,7,App,Sudeste,0
4654,33,3661.86,43,798,0.174,0,1,32945.23,24,0,126,Agência,Norte,0
4655,20,5223.03,149,731,0.265,0,1,29578.02,36,0,55,App,Nordeste,0
4656,35,2327.89,8,552,0.363,1,1,20198.04,36,0,166,Agência,Sudeste,0
4657,53,5979.73,21,579,0.679,0,1,25627.14,24,0,0,App,Sudeste,0
4658,42,1925.73,127,698,0.584,0,2,5884.09,48,1,172,Correspondente,Sudeste,0
4659,53,2727.0,27,643,0.281,0,0,6762.08,24,0,32,App,Sul,0
4660,50,3442.48,76,455,0.21,0,2,9982.19,24,0,1,App,Sudeste,0
4661,34,2904.34,8,546,0.324,0,0,24260.14,24,0,15,Correspondente,Nordeste,1
4662,56,1299.4,138,485,0.251,0,1,6640.16,48,0,5,Correspondente,Sudeste,0
4663,55,3377.3,0,526,0.251,0,3,10033.73,48,1,10,Correspondente,Sudeste,0
4664,33,3841.15,70,672,0.36,0,1,33428.09,36,0,3,Agência,Nordeste,0
4665,46,2569.49,36,600,0.275,0,3,9989.26,48,0,49,App,Centro-Oeste,0
4666,41,2551.28,9,537,0.249,0,1,18730.75,48,0,2,App,Nordeste,0
4667,42,5899.96,14,732,0.511,0,1,25735.53,12,1,2,App,Nordeste,0
4668,36,4260.4,15,718,0.16,0,0,8097.36,36,1,33,App,Nordeste,1
4669,37,1277.79,9,740,0.149,0,0,6276.83,60,0,44,Correspondente,Sudeste,0
4670,40,7125.35,100,520,0.335,0,0,20506.85,48,1,17,App,Nordeste,0
4671,50,3130.17,17,515,0.276,0,1,27828.74,36,0,23,Agência,Nordeste,0
4672,39,3159.26,125,679,0.482,1,0,24435.5,60,0,28,App,Nordeste,0
4673,19,2020.88,97,654,0.558,0,1,16978.28,48,0,22,Agência,Nordeste,0
4674,20,10746.66,33,694,0.49,1,1,68140.08,24,0,9,Agência,Sul,0
4675,67,6178.89,115,627,0.113,0,3,26909.75,48,0,9,Correspondente,Sudeste,0
4676,34,5579.06,39,646,0.422,0,0,30169.69,60,1,48,Agência,Sul,0
4677,31,5947.97,50,531,0.322,0,1,16701.56,24,0,5,Agência,Sudeste,1
4678,35,8640.75,42,637,0.226,1,1,76873.14,24,0,5,App,Sudeste,0
4679,60,5770.91,102,677,0.55,1,1,39067.36,12,0,20,Agência,Sul,0
4680,37,2945.07,23,497,0.317,1,2,6694.58,36,1,14,App,Sudeste,0
4681,45,1864.5,120,850,0.328,0,0,11141.92,12,0,11,App,Nordeste,0
4682,38,7249.25,9,598,0.071,1,0,24371.81,48,1,22,App,Nordeste,0
4683,55,2892.55,82,646,0.509,0,0,5886.1,36,0,115,App,Sudeste,0
4684,35,4901.07,30,522,0.52,0,0,26283.91,24,1,0,Correspondente,Sudeste,1
4685,43,1725.03,53,725,0.151,0,2,6029.41,48,1,9,Correspondente,Nordeste,0
4686,51,5271.32,7,850,0.231,0,1,9033.85,48,0,4,App,Nordeste,0
4687,20,1272.17,14,620,0.258,0,3,8082.04,36,0,30,App,Norte,0
4688,24,2178.38,3,721,0.437,0,0,15840.33,12,0,41,App,Nordeste,0
4689,39,3937.16,168,650,0.318,1,0,15809.54,36,1,3,Agência,Sudeste,0
4690,18,4598.29,57,520,0.267,0,2,36387.83,48,0,2,Correspondente,Nordeste,0
4691,32,5443.45,10,685,0.279,0,1,16622.89,36,1,60,Correspondente,Sudeste,0
4692,31,1942.53,5,647,0.318,2,1,3084.86,48,0,18,Correspondente,Sul,0
4693,50,3880.79,20,572,0.555,0,0,28901.12,36,0,1,App,Centro-Oeste,0
4694,25,6399.21,117,647,0.392,0,0,44697.72,24,1,11,Agência,Sudeste,0
4695,57,5017.93,37,619,0.281,0,1,43946.79,36,0,27,Agência,Sudeste,0
4696,18,6847.71,11,604,0.059,2,2,26508.73,12,0,63,Agência,Sul,0
4697,19,1816.07,76,601,0.549,0,0,10393.27,24,0,13,App,Sudeste,0
4698,43,3233.39,33,573,0.034,0,0,6816.97,12,0,2,App,Sudeste,0
4699,29,4530.04,38,634,0.227,0,2,37993.9,24,0,24,Agência,Norte,0
4700,63,2439.61,84,595,0.359,2,0,6481.44,24,1,22,Correspondente,Sudeste,0
4701,27,3939.16,56,641,0.193,0,0,14090.42,48,0,20,Agência,Sul,0
4702,18,2416.16,39,520,0.233,1,2,15772.91,24,0,24,Correspondente,Centro-Oeste,0
4703,59,3254.95,57,673,0.165,1,1,15945.09,24,0,23,App,Sudeste,0
4704,37,6993.16,7,622,0.2,0,2,53337.11,24,1,22,Agência,Nordeste,0
4705,48,5500.76,52,733,0.42,0,0,36591.04,36,1,8,Agência,Sudeste,0
4706,73,3083.49,31,505,0.273,2,2,7609.01,24,1,34,App,Sudeste,1
4707,18,1745.86,76,647,0.533,0,2,5349.48,48,0,11,Agência,Centro-Oeste,0
4708,31,2930.31,11,575,0.065,0,1,7973.44,24,0,4,Correspondente,Sudeste,0
4709,44,5915.04,16,746,0.127,0,2,19137.51,24,0,132,App,Nordeste,0
4710,37,2246.76,60,495,0.329,0,0,4815.38,48,0,18,Correspondente,Sudeste,0
4711,39,4992.3,41,756,0.096,0,2,42458.3,48,0,5,Correspondente,Sudeste,0
4712,18,2890.53,51,705,0.738,0,1,12203.0,48,0,10,Agência,Nordeste,0
4713,23,4022.37,2,664,0.413,0,0,28183.4,60,1,191,Correspondente,Nordeste,0
4714,56,1974.72,13,641,0.443,0,2,6896.88,36,0,14,App,Sudeste,0
4715,41,2222.23,41,563,0.513,1,1,11941.7,12,0,21,Correspondente,Sudeste,0
4716,22,5636.49,13,665,0.252,0,2,50584.1,48,1,24,Agência,Nordeste,0
4717,53,4059.99,27,657,0.263,0,0,34909.43,60,0,7,App,Nordeste,0
4718,50,3055.27,16,610,0.649,0,1,24104.36,24,1,0,Agência,Sudeste,0
4719,28,9122.24,91,751,0.11,0,2,33880.15,12,0,11,App,Nordeste,0
4720,38,2820.73,9,718,0.687,0,1,17259.02,36,0,3,App,Sul,0
4721,18,7894.82,59,582,0.742,1,1,36863.0,12,0,19,App,Sul,1
4722,29,3016.3,19,675,0.3,1,0,18034.28,12,1,2,Correspondente,Centro-Oeste,0
4723,48,2127.59,62,713,0.144,0,1,15375.96,12,0,91,App,Sudeste,0
4724,31,1844.97,14,558,0.118,0,1,9491.23,60,0,10,App,Sudeste,0
4725,26,11618.72,11,572,0.31,0,0,89447.89,36,0,40,App,Nordeste,0
4726,31,2627.94,31,687,0.603,0,2,4682.04,24,1,59,Agência,Centro-Oeste,0
4727,30,3445.05,10,652,0.438,0,2,19453.49,12,0,139,Agência,Sul,0
4728,25,5218.95,75,649,0.021,1,2,18003.04,60,0,61,App,Sudeste,0
4729,32,2439.62,23,814,0.133,0,1,8644.17,36,1,36,Agência,Sudeste,0
4730,53,8726.76,137,622,0.255,0,0,18854.8,48,1,24,App,Nordeste,0
4731,41,1628.27,5,638,0.278,0,1,6232.28,36,0,5,Agência,Sul,0
4732,27,1200.0,20,717,0.497,0,3,9104.99,24,1,28,Agência,Sudeste,0
4733,32,3778.08,20,604,0.163,1,1,25912.0,36,1,14,App,Sul,0
4734,62,3558.97,5,708,0.55,1,3,19524.5,24,0,25,App,Sudeste,0
4735,28,3245.42,9,568,0.221,0,0,7103.95,60,1,9,Correspondente,Sul,0
4736,28,5469.48,23,579,0.445,0,0,19570.57,48,0,26,Agência,Centro-Oeste,0
4737,46,4204.52,30,572,0.14,0,0,24960.7,48,1,38,Agência,Sudeste,0
4738,58,4062.89,1,555,0.035,0,0,11954.03,24,0,6,App,Centro-Oeste,0
4739,53,4711.24,6,734,0.199,0,1,19624.47,60,0,24,App,Sudeste,0
4740,49,3304.09,6,596,0.124,0,4,24104.5,12,0,28,Correspondente,Sudeste,0
4741,63,2921.41,26,602,0.429,0,4,15711.21,24,0,13,Correspondente,Sudeste,0
4742,40,2054.63,6,712,0.37,0,1,8176.81,24,0,76,Agência,Sudeste,0
4743,30,2075.91,52,615,0.089,2,0,3383.04,60,1,115,App,Nordeste,0
4744,56,3210.12,28,746,0.118,1,1,13647.26,24,0,64,App,Nordeste,0
4745,33,2368.69,18,664,0.536,1,0,5959.56,36,0,73,App,Nordeste,0
4746,63,4500.51,81,782,0.525,0,2,9443.14,60,1,13,Correspondente,Sudeste,0
4747,34,1299.9,12,709,0.339,1,1,5812.74,60,0,95,Agência,Nordeste,0
4748,23,11259.43,33,768,0.119,0,2,53287.14,12,0,5,App,Nordeste,0
4749,20,5146.19,10,690,0.486,0,0,30937.7,36,1,21,Agência,Nordeste,0
4750,60,3298.9,135,661,0.086,1,1,8455.59,48,0,24,Agência,Sudeste,0
4751,28,5788.93,3,377,0.251,1,0,51770.63,12,0,6,App,Nordeste,1
4752,41,6098.52,102,725,0.626,1,0,38123.59,48,0,64,App,Sudeste,0
4753,31,8447.76,90,664,0.084,0,0,21060.49,36,0,10,App,Centro-Oeste,0
4754,37,5117.61,1,358,0.218,0,2,11165.43,60,1,15,App,Nordeste,0
4755,35,3324.11,168,711,0.373,1,1,7617.19,24,0,18,Correspondente,Nordeste,0
4756,30,4905.61,50,642,0.275,0,3,43929.47,48,0,19,Agência,Nordeste,0
4757,34,3777.58,0,624,0.206,0,0,32047.54,48,0,3,Agência,Nordeste,0
4758,19,3010.34,22,560,0.373,0,2,12498.92,36,0,41,Agência,Sudeste,0
4759,24,4884.15,120,553,0.694,0,4,31146.46,36,0,27,Correspondente,Nordeste,0
4760,60,1854.48,4,682,0.173,0,1,4671.69,36,0,28,App,Nordeste,0
4761,37,4469.57,27,750,0.28,0,3,30524.22,12,1,11,Agência,Sudeste,0
4762,40,4274.88,15,706,0.682,0,1,24902.95,48,0,12,Correspondente,Norte,0
4763,30,1967.63,21,595,0.275,0,1,8770.99,48,1,27,Agência,Sudeste,0
4764,35,4245.96,249,525,0.256,0,1,27157.37,36,0,1,Correspondente,Norte,0
4765,40,5349.52,6,728,0.191,0,1,25864.26,24,0,38,App,Norte,1
4766,53,2944.07,75,638,0.306,2,2,22663.09,24,0,12,Agência,Sudeste,1
4767,32,2099.22,20,737,0.204,0,0,18508.2,24,0,123,Agência,Nordeste,0
4768,60,2547.71,6,648,0.573,1,1,7360.84,36,0,46,App,Sudeste,1
4769,51,3981.47,122,756,0.282,0,2,21472.85,48,1,41,Agência,Sudeste,0
4770,35,4015.54,32,793,0.027,0,1,21368.01,60,0,3,App,Nordeste,0
4771,36,3873.1,27,550,0.45,0,1,6567.77,36,1,11,Correspondente,Norte,0
4772,37,1467.95,46,841,0.159,0,2,3774.65,36,0,20,App,Centro-Oeste,0
4773,39,5280.49,20,676,0.233,0,1,24562.99,12,1,14,Agência,Centro-Oeste,0
4774,38,8238.13,23,676,0.294,0,1,40811.6,24,1,98,App,Nordeste,0
4775,33,2880.13,21,659,0.531,0,0,16891.23,48,1,15,Correspondente,Sudeste,1
4776,38,3514.22,18,770,0.588,0,0,21692.19,36,1,11,App,Sul,0
4777,47,4380.4,16,629,0.155,0,2,23462.42,12,1,6,App,Sudeste,0
4778,48,4673.24,14,660,0.225,0,2,12491.27,48,0,168,Agência,Sul,0
4779,32,2649.72,77,602,0.579,1,2,15633.08,36,0,29,App,Sudeste,0
4780,53,2991.32,76,621,0.122,0,0,22800.37,24,0,4,Correspondente,Nordeste,0
4781,29,14224.33,141,653,0.373,0,1,104049.24,36,0,1,Agência,Sudeste,0
4782,23,3403.96,43,850,0.288,0,1,22064.06,24,0,24,Correspondente,Nordeste,0
4783,18,6042.09,30,621,0.179,1,0,31083.65,12,1,40,App,Norte,0
4784,37,4187.82,77,671,0.382,0,1,6329.84,48,0,50,Agência,Sudeste,0
4785,41,2424.63,3,514,0.638,1,1,11557.64,36,1,92,App,Nordeste,0
4786,18,7212.67,25,838,0.592,0,1,61568.61,24,1,32,App,Norte,0
4787,54,1940.99,8,701,0.489,0,2,9993.05,48,0,42,Correspondente,Sul,0
4788,51,2485.15,32,730,0.422,0,4,13180.77,36,1,1,Correspondente,Nordeste,0
4789,38,8628.33,20,581,0.623,0,1,13920.14,12,0,1,Agência,Sudeste,0
4790,39,3596.23,21,850,0.408,0,2,29155.37,24,1,13,Agência,Sudeste,0
4791,34,2245.9,5,753,0.185,0,1,6044.66,24,1,8,App,Centro-Oeste,0
4792,22,2435.4,25,692,0.572,0,1,14027.14,36,0,43,App,Sudeste,0
4793,18,2618.93,13,636,0.571,0,2,17380.97,36,0,3,Agência,Nordeste,0
4794,29,1321.55,15,685,0.123,0,1,7089.79,48,0,11,App,Sudeste,0
4795,33,1352.3,11,785,0.204,0,2,8995.01,36,1,29,App,Sudeste,0
4796,41,2407.48,39,616,0.095,1,0,11722.13,36,1,10,App,Nordeste,0
4797,59,2600.9,12,517,0.263,0,2,15688.51,48,0,35,App,Nordeste,0
4798,50,2180.18,120,510,0.152,0,0,6163.99,60,0,49,App,Sudeste,0
4799,18,6774.04,33,665,0.607,1,2,27067.16,24,1,25,Agência,Sudeste,0
4800,38,1457.05,19,665,0.127,1,1,11683.63,36,0,22,App,Sul,0
4801,31,2236.24,34,547,0.334,0,0,4513.42,36,0,4,Agência,Sudeste,0
4802,45,2803.39,65,726,0.482,0,2,23206.78,36,0,56,Correspondente,Sudeste,1
4803,22,3942.99,82,779,0.385,0,0,17610.34,24,0,18,Agência,Nordeste,0
4804,51,1200.0,10,454,0.126,1,0,7946.44,48,1,2,Correspondente,Sudeste,0
4805,50,1200.0,1,723,0.139,0,1,2575.06,36,0,10,App,Sudeste,0
4806,46,3715.65,16,632,0.434,1,2,14480.58,36,1,80,App,Nordeste,0
4807,29,2485.73,72,642,0.668,1,1,15449.82,24,0,82,App,Sudeste,0
4808,43,3523.08,2,561,0.318,0,0,17269.25,48,1,26,App,Nordeste,0
4809,26,4915.61,78,770,0.393,0,1,32335.61,12,0,46,Agência,Nordeste,0
4810,49,5280.16,13,793,0.363,0,2,46806.0,36,1,109,Agência,Norte,0
4811,37,4700.58,7,697,0.152,0,2,7165.82,24,0,58,App,Sudeste,0
4812,37,2494.18,35,585,0.494,0,1,4167.3,12,0,2,App,Sudeste,0
4813,40,5403.4,18,556,0.55,0,2,13482.41,12,0,18,App,Centro-Oeste,1
4814,45,3869.61,28,691,0.178,0,1,13733.33,12,0,28,App,Sudeste,0
4815,22,3045.35,59,496,0.447,0,1,14454.48,48,0,25,App,Sudeste,0
4816,50,8941.88,53,587,0.164,0,2,61992.96,24,0,10,App,Sul,0
4817,41,1733.66,24,561,0.214,0,0,4763.78,36,1,20,App,Norte,0
4818,49,7757.76,31,524,0.142,0,1,56119.61,24,1,53,App,Sudeste,0
4819,24,2441.19,180,746,0.37,0,2,21567.15,12,0,22,App,Sudeste,0
4820,20,5482.61,13,688,0.362,0,3,31755.76,36,0,56,App,Sul,0
4821,45,3078.52,34,662,0.282,0,2,5050.26,24,1,6,Agência,Sudeste,0
4822,36,2891.21,9,850,0.331,0,2,19791.32,24,1,6,App,Norte,0
4823,42,1200.0,13,623,0.289,0,1,7877.04,36,1,10,App,Sudeste,0
4824,34,4251.62,13,655,0.275,0,3,33676.1,36,0,67,App,Sul,0
4825,23,7244.17,11,536,0.57,1,2,14484.83,12,0,22,App,Nordeste,1
4826,52,2795.24,4,796,0.298,2,1,22636.76,36,0,4,App,Sudeste,0
4827,45,1915.99,78,737,0.05,0,1,12919.55,12,0,20,Correspondente,Sudeste,0
4828,52,5665.75,165,436,0.622,0,1,46917.7,36,0,9,Agência,Sul,1
4829,60,1412.74,33,564,0.383,0,0,3388.53,24,0,68,App,Nordeste,0
4830,55,3837.93,36,625,0.404,1,0,11212.93,24,0,33,Correspondente,Norte,0
4831,27,2328.18,4,687,0.148,1,0,8338.0,60,1,53,Correspondente,Nordeste,0
4832,34,1810.68,33,850,0.464,0,1,8667.98,60,1,44,Correspondente,Norte,0
4833,48,2536.28,26,696,0.174,0,0,12459.91,12,0,28,Correspondente,Nordeste,0
4834,33,3855.82,9,653,0.291,0,2,21908.75,48,0,18,App,Nordeste,0
4835,59,2685.65,42,757,0.465,0,1,18576.16,60,0,37,App,Nordeste,0
4836,28,2145.78,1,549,0.106,1,0,5521.39,24,0,76,Agência,Centro-Oeste,0
4837,45,3890.86,14,584,0.565,0,1,31704.64,12,0,24,Agência,Sul,0
4838,57,2975.42,69,673,0.431,2,1,19949.81,48,0,74,Correspondente,Nordeste,0
4839,47,2614.38,52,587,0.531,0,2,8110.3,24,1,28,Agência,Sudeste,0
4840,45,4940.47,52,574,0.514,0,1,38117.0,36,0,5,Correspondente,Sudeste,0
4841,48,1766.05,47,752,0.036,1,2,14712.15,36,0,44,App,Centro-Oeste,0
4842,36,2077.21,27,568,0.583,0,0,13327.1,48,0,29,Correspondente,Sudeste,1
4843,43,2336.16,60,670,0.137,0,1,12383.06,48,0,8,App,Nordeste,0
4844,34,5925.32,10,829,0.081,0,1,51994.85,36,0,34,App,Sudeste,0
4845,50,2257.43,21,757,0.154,2,0,7831.55,36,0,26,App,Sudeste,0
4846,43,2106.85,52,611,0.46,0,0,4203.98,48,1,32,App,Norte,1
4847,57,7281.3,5,698,0.306,0,0,49961.88,12,0,26,Correspondente,Sul,0
4848,46,6557.16,59,590,0.108,0,1,17308.66,36,0,25,App,Sudeste,0
4849,40,3727.28,23,679,0.451,0,2,15892.11,36,0,20,App,Sudeste,0
4850,24,5502.41,36,623,0.198,0,0,18895.78,36,0,15,App,Centro-Oeste,0
4851,46,2490.5,79,738,0.408,0,0,18454.2,36,0,39,App,Sudeste,0
4852,52,2030.24,6,606,0.061,0,0,3799.84,24,1,2,App,Nordeste,0
4853,23,6452.21,14,571,0.572,0,3,14524.85,36,1,6,App,Nordeste,1
4854,18,3763.16,46,482,0.493,1,1,13952.72,48,1,4,App,Sul,0
4855,37,2189.25,119,710,0.107,0,1,14300.57,12,1,25,Agência,Norte,0
4856,50,1964.74,28,592,0.134,2,0,5789.6,36,0,16,App,Sudeste,0
4857,51,2463.97,18,466,0.253,0,0,14880.79,60,1,2,App,Sul,1
4858,53,3304.93,42,547,0.57,1,0,19226.09,36,0,47,App,Sudeste,0
4859,34,3644.28,69,439,0.463,0,2,28722.88,24,0,2,Correspondente,Sul,1
4860,34,3854.61,80,616,0.124,0,1,9556.61,48,0,23,App,Nordeste,0
4861,56,1948.0,29,790,0.443,0,0,10410.07,60,1,67,Agência,Norte,0
4862,36,7190.09,24,665,0.12,0,2,25257.78,12,0,15,App,Nordeste,0
4863,29,4548.19,37,716,0.24,1,1,21336.63,48,0,90,Agência,Centro-Oeste,0
4864,25,2886.5,56,700,0.338,0,2,19179.84,48,0,4,App,Sudeste,0
4865,55,2166.82,3,645,0.357,0,2,19116.89,36,1,17,App,Sul,0
4866,29,5577.65,8,482,0.127,1,1,31733.66,48,1,34,App,Norte,0
4867,44,1894.27,121,635,0.29,2,2,7389.0,24,0,58,App,Nordeste,1
4868,20,6172.58,99,705,0.102,0,2,31589.41,36,0,23,Agência,Norte,0
4869,40,5422.67,15,603,0.434,0,2,10856.61,24,0,21,App,Sudeste,0
4870,37,14351.22,34,760,0.528,1,0,46853.88,24,0,15,App,Norte,0
4871,39,9497.43,34,593,0.369,0,3,34235.52,24,0,66,App,Sudeste,0
4872,47,6707.42,25,718,0.395,2,3,21059.36,24,1,2,App,Sudeste,0
4873,18,6225.09,40,714,0.387,0,0,41558.57,48,0,21,App,Nordeste,0
4874,42,3190.44,8,633,0.233,0,3,20179.21,36,1,8,Correspondente,Nordeste,0
4875,39,4590.17,137,654,0.083,1,3,39586.37,24,1,111,Agência,Nordeste,0
4876,62,4077.97,14,805,0.484,1,0,19315.13,12,0,24,App,Nordeste,0
4877,69,4257.82,20,539,0.449,0,2,20972.41,36,0,37,App,Nordeste,0
4878,60,3174.48,32,689,0.471,0,1,18488.85,24,1,49,App,Sudeste,0
4879,35,1368.17,41,578,0.212,1,1,3929.94,48,0,1,App,Sudeste,0
4880,38,1597.99,72,670,0.366,1,2,7917.17,36,1,28,App,Centro-Oeste,0
4881,37,5260.93,35,752,0.449,0,1,25457.71,24,0,165,Agência,Sudeste,0
4882,18,6603.52,1,641,0.161,0,1,32039.0,24,0,3,App,Sul,1
4883,52,9096.25,119,687,0.174,0,2,20055.08,12,0,200,Correspondente,Nordeste,0
4884,47,3259.56,38,745,0.334,0,1,7278.98,12,1,7,App,Nordeste,0
4885,28,1291.58,71,850,0.061,1,1,10392.53,24,1,11,App,Nordeste,0
4886,50,4668.11,8,717,0.214,0,2,14372.85,48,0,35,App,Sudeste,0
4887,26,3195.47,74,584,0.4,0,1,24561.99,24,0,27,App,Sul,1
4888,53,3395.49,4,716,0.541,1,2,11768.57,12,0,198,App,Nordeste,0
4889,46,3029.63,21,516,0.13,0,0,8048.43,24,0,50,App,Sudeste,0
4890,36,1200.0,73,681,0.416,0,1,7138.98,48,1,65,Agência,Norte,0
4891,25,4925.05,8,509,0.266,0,2,18134.0,36,0,15,Agência,Norte,0
4892,40,2178.97,32,838,0.403,0,3,11305.9,48,0,22,App,Sudeste,0
4893,29,4201.19,57,684,0.182,1,3,35112.39,12,0,28,Correspondente,Sudeste,0
4894,60,1200.0,3,587,0.187,0,0,10462.33,36,0,4,App,Sudeste,0
4895,38,2482.56,57,418,0.088,0,2,20711.68,36,0,31,App,Sudeste,1
4896,42,3445.4,112,809,0.286,0,1,28631.1,48,0,47,Agência,Centro-Oeste,0
4897,48,10787.63,41,485,0.402,0,4,53671.19,36,1,38,Agência,Sudeste,0
4898,29,2877.85,10,684,0.504,0,2,9789.5,36,0,56,Agência,Nordeste,0
4899,27,4313.41,0,534,0.028,0,2,27924.56,24,0,23,Agência,Nordeste,0
4900,29,6534.84,4,547,0.255,1,0,48779.47,48,1,9,Correspondente,Nordeste,1
4901,56,5645.66,9,600,0.301,0,0,32564.66,24,0,11,App,Sudeste,0
4902,34,3506.95,6,495,0.614,0,2,29244.68,36,0,65,App,Sudeste,0
4903,36,3791.21,4,694,0.524,0,3,32778.49,36,0,14,App,Sudeste,0
4904,37,1481.07,36,764,0.172,1,0,6258.93,12,0,2,App,Sudeste,0
4905,18,5073.92,2,782,0.026,0,1,20887.03,36,1,28,Agência,Sul,0
4906,50,2976.66,40,630,0.321,0,1,20763.4,48,1,71,Agência,Norte,0
4907,52,2554.03,10,632,0.347,0,1,11737.19,60,0,62,Correspondente,Sudeste,0
4908,37,2830.29,67,668,0.185,0,0,19045.3,36,1,10,Agência,Sudeste,0
4909,26,2597.31,26,833,0.451,0,0,7528.55,48,1,71,Correspondente,Sul,0
4910,53,1263.6,5,690,0.162,0,1,8076.76,36,0,60,Correspondente,Sudeste,0
4911,40,3854.86,0,654,0.063,2,2,24454.92,48,1,53,Correspondente,Sudeste,0
4912,54,2202.65,46,597,0.183,0,1,11452.32,36,0,47,Agência,Norte,0
4913,33,2785.99,16,576,0.124,0,2,13115.0,36,0,78,Correspondente,Nordeste,0
4914,21,8504.42,55,520,0.203,0,3,75369.29,36,0,15,App,Nordeste,0
4915,45,2692.84,38,710,0.397,1,2,12324.54,60,1,59,App,Nordeste,0
4916,51,2617.34,7,619,0.492,1,2,23502.99,48,1,2,App,Nordeste,0
4917,41,4564.59,69,751,0.6,0,0,28360.25,36,0,3,Agência,Sudeste,0
4918,51,4011.77,3,809,0.487,0,2,19395.37,36,1,17,App,Nordeste,0
